MeterType,MeterSerial,UtilityName,UtilityGroup,LineConnected,MeterName,UomScale,UomName,SystemName,SystemCode,Description,SampleValues
DX01,257,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,257,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,257,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,257,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,257,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,257,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,257,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,257,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,258,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,258,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,258,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,258,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,258,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,258,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,258,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,258,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,258,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,258,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,258,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,259,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Cooling Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,259,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,259,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,259,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,259,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,259,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,259,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,260,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Cooling Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,260,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,260,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,260,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,260,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,260,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,260,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,261,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,261,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,261,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,261,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,261,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,261,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,261,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,261,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,261,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,261,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,261,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,262,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,262,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,262,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,262,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,262,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,262,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
DX01,262,HVAC,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,262,HVAC,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"11.5, 16.2, 17.2"
DX01,262,HVAC,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"20.0, 20.0, 20.0"
DX01,262,HVAC,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,262,HVAC,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,263,HVAC,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,HVAC | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 13.0, 24.0"
DX01,263,HVAC,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,263,HVAC,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"HVAC | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,263,HVAC,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"13.1, 14.8, 13.5"
DX01,263,HVAC,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"30.3, 29.9, 24.3"
DX01,263,HVAC,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,HVAC | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 26.0"
